,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,구군명,구군명(영어)
1138,관음사,부산 동구 망양로593번길 21-10,역사관광지,절,동구,Dong-gu
1139,화엄사,부산 동구,역사관광지,절,동구,Dong-gu
1140,초록우산어린이북카페,부산 동구 수정공원로 15-0,문화시설,문화생활시설기타,동구,Dong-gu
1141,마블익스피리언스부산,부산 동구 충장대로 206-0,문화시설,전시장,동구,Dong-gu
1142,대법륜사,부산 동구 망양로 663-1,역사관광지,절,동구,Dong-gu
1143,문화공간반달,부산 동구 증산서로 52-0,문화시설,문화생활시설기타,동구,Dong-gu
1144,상해거리,부산 동구,휴양관광지,놀거리기타,동구,Dong-gu
1145,대한불교조계종상선암,부산 동구 중앙대로221번길 30-0,역사관광지,절,동구,Dong-gu
1146,삼송정사,부산 동구 고관로33번길 22-0,역사관광지,절,동구,Dong-gu
1147,불정사,부산 동구 증산서로 20-9,역사관광지,절,동구,Dong-gu
1148,보각사,부산 동구 초량북로39번길 9-0,역사관광지,절,동구,Dong-gu
1149,성운암,부산 동구 증산서로 3-4,역사관광지,절,동구,Dong-gu
1150,화명도서관,부산 북구 화명대로12번길 59-0,문화시설,문화생활시설기타,북구,Buk-gu
1151,부산광역시립구포도서관,부산 북구 백양대로1016번다길 43-0,문화시설,문화생활시설기타,북구,Buk-gu
1152,금곡도서관,부산 북구 효열로203번길 34-0,문화시설,문화생활시설기타,북구,Buk-gu
1153,만덕도서관오픈예정(2021년11월말),부산 북구 은행나무로 26-0,문화시설,문화생활시설기타,북구,Buk-gu
1154,CGV화명,부산 북구 화명대로 16-0,공연/행사,극장,북구,Buk-gu
1155,부산어촌민속관,부산 북구 학사로 128-0,문화시설,박물관/기념관,북구,Buk-gu
1156,만덕도서관,부산 북구 은행나무로 26-0,문화시설,문화생활시설기타,북구,Buk-gu
1157,메가박스덕천,부산 북구 만덕대로 23-0,공연/행사,극장,북구,Buk-gu
1158,석불사,부산 북구 만덕고개길 143-79,역사관광지,절,북구,Buk-gu
1159,부산북구문화예술회관,부산 북구 금곡대로46번길 50-0,공연/행사,공연장,북구,Buk-gu
1160,구룡사,부산 북구 금곡대로 66-19,역사관광지,절,북구,Buk-gu
1161,상학작은도서관,부산 북구 상학산복길 215-0,문화시설,문화생활시설기타,북구,Buk-gu
1162,진홍사,부산 북구 효열로162번길 180-14,역사관광지,절,북구,Buk-gu
1163,금수사,부산 북구 시랑로185번길 20-0,역사관광지,절,북구,Buk-gu
1164,창조문화활력센터,부산 북구 백양대로 1167-0,문화시설,문화생활시설기타,북구,Buk-gu
1165,솔밭작은도서관,부산 북구 금곡대로324번길 29-0,문화시설,문화생활시설기타,북구,Buk-gu
1166,문화예술플랫폼,부산 북구 구포만세길 113-0,문화시설,문화생활시설기타,북구,Buk-gu
1167,금수선사,부산 북구 시랑로185번길 20-0,역사관광지,절,북구,Buk-gu
1168,무사이,부산 북구 산성로12번길 21-0,공연/행사,극장,북구,Buk-gu
1169,불암사,부산 북구 효열로162번길 180-22,역사관광지,절,북구,Buk-gu
1170,만덕사지,부산 북구,역사관광지,문화유적지,북구,Buk-gu
1171,맨발동무도서관,부산 북구 양달로 64-0,문화시설,문화생활시설기타,북구,Buk-gu
1172,미륵사,부산 북구 백양대로1016번길 71-0,역사관광지,절,북구,Buk-gu
1173,수월선원,부산 북구 금곡대로92번길 36-0,역사관광지,절,북구,Buk-gu
1174,옥천사,부산 북구 만덕1로104번가길 29-13,역사관광지,절,북구,Buk-gu
1175,장금선원,부산 북구 백양대로1074번길 5-15,역사관광지,절,북구,Buk-gu
1176,안심사,부산 북구 공해4길 98-100,역사관광지,절,북구,Buk-gu
1177,만덕사,부산 북구 덕천로386번길 47-18,역사관광지,절,북구,Buk-gu
1178,만덕사,부산 북구 구만덕로 63-13,역사관광지,절,북구,Buk-gu
1179,구포대리마을커뮤니티센터,부산 북구 백양대로1172번길 18-0,문화시설,문화생활시설기타,북구,Buk-gu
1180,수덕사,부산 북구 상학산복길 107-0,역사관광지,절,북구,Buk-gu
1181,화명선원,부산 북구 금곡대로 358-0,역사관광지,절,북구,Buk-gu
1182,관음사,부산 북구 팽나무로56번길 13-0,역사관광지,절,북구,Buk-gu
1183,스트릿624,부산 북구 백양대로 1167-0,문화시설,문화생활시설기타,북구,Buk-gu
1184,화명수목원숲속작은도서관,부산 북구 산성로 299-0,문화시설,문화생활시설기타,북구,Buk-gu
1185,법정사,부산 북구 덕천로386번길 47-17,역사관광지,절,북구,Buk-gu
1186,금용사,부산 북구 모분재로15번길 105-0,역사관광지,절,북구,Buk-gu
1187,여래원,부산 북구 산성로65번길 6-8,역사관광지,절,북구,Buk-gu
1188,불타사,부산 북구 낙동대로1766번길 43-0,역사관광지,절,북구,Buk-gu
1189,해인사부산포교당,부산 북구 백양대로 1014-0,역사관광지,절,북구,Buk-gu
1190,비로사,부산 북구 구만덕로59번가길 21-0,역사관광지,절,북구,Buk-gu
1191,다보사여래선원,부산 북구 시랑로83번길 40-8,역사관광지,절,북구,Buk-gu
1192,장금선원,부산 북구 낙동북로 684-0,역사관광지,절,북구,Buk-gu
1193,보광사,부산 북구 시랑로21번길 183-0,역사관광지,절,북구,Buk-gu
1194,금등사,부산 북구 만덕대로 325-13,역사관광지,절,북구,Buk-gu
1195,행복선원부산포교원,부산 북구 만덕대로102번가길 17-0,역사관광지,절,북구,Buk-gu
1196,쇼미더VR부산덕천점,부산 북구 덕천1길 37-0,휴양관광지,놀이시설,북구,Buk-gu
1197,덕화사,부산 북구 금곡대로 32-8,역사관광지,절,북구,Buk-gu
1198,진여원,부산 북구 낙동대로 1678-0,역사관광지,절,북구,Buk-gu
1199,북부산새마을금고다목적홀,부산 북구 만덕대로90번길 8-0,문화시설,문화생활시설기타,북구,Buk-gu
1200,마하사,부산 북구 구남로14번길 53-0,역사관광지,절,북구,Buk-gu
1201,성원사,부산 북구 덕천로 132-12,역사관광지,절,북구,Buk-gu
1202,대천친환경문화센터,부산 북구 양달로 64-0,문화시설,문화생활시설기타,북구,Buk-gu
1203,성불사,부산 북구 모분재로 34-0,역사관광지,절,북구,Buk-gu
1204,희망마을시랑골문화센터,부산 북구 시랑로185번길 47-0,문화시설,문화생활시설기타,북구,Buk-gu
1205,화방사,부산 북구 효열로 75-16,역사관광지,절,북구,Buk-gu
1206,더그랜드코리아,부산 북구 만덕3로 32-1,휴양관광지,수족관,북구,Buk-gu
1207,개슈,부산 북구 효열로 193-0,문화시설,문화생활시설기타,북구,Buk-gu
1208,불심사,부산 북구 시랑로 20-1,역사관광지,절,북구,Buk-gu
1209,대성사,부산 북구 구남로13번길 31-0,역사관광지,절,북구,Buk-gu
1210,정원암,부산 북구 의성로 58-0,역사관광지,절,북구,Buk-gu
1211,법성사,부산 북구 구만덕로80번길 37-0,역사관광지,절,북구,Buk-gu
1212,아세아극장,부산 북구 낙동대로 1704-0,공연/행사,극장,북구,Buk-gu
1213,낙양사,부산 북구 백양대로1050번길 31-1,역사관광지,절,북구,Buk-gu
1214,관음사,부산 북구 만덕대로178번길 7-0,역사관광지,절,북구,Buk-gu
1215,부산광역시립연산도서관,부산 연제구 고분로191번길 16-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1216,정수사,부산 연제구 톳고개로 60-0,역사관광지,절,연제구,Yeonje-gu
1217,연제도서관,부산 연제구 황령산로 612-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1218,혜원정사,부산 연제구 고분로68번길 47-0,역사관광지,절,연제구,Yeonje-gu
1219,마하사,부산 연제구 봉수로 138-0,역사관광지,절,연제구,Yeonje-gu
1220,CGV아시아드,부산 연제구 종합운동장로 7-0,공연/행사,극장,연제구,Yeonje-gu
1221,국제문화센터,부산 연제구 중앙대로 1217-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1222,HJ컨벤션센터부산점,부산 연제구 월드컵대로 190-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1223,보광사,부산 연제구 황령산로 482-0,역사관광지,절,연제구,Yeonje-gu
1224,연산동고분군,부산 연제구,역사관광지,능묘,연제구,Yeonje-gu
1225,배산작은도서관,부산 연제구 배산북로 8-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1226,연제문화원,부산 연제구 거제대로 180-0,문화시설,문화원,연제구,Yeonje-gu
1227,연제구복합문화센터,부산 연제구 거제대로 180-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1228,진여원부산정사,부산 연제구 반송로 47-0,역사관광지,절,연제구,Yeonje-gu
1229,문화공간향인,부산 연제구 교대로 12-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1230,황정사,부산 연제구 과정로260번길 4-0,역사관광지,절,연제구,Yeonje-gu
1231,한새갤러리,부산 연제구 교대로 24-0,문화시설,화랑/전시관,연제구,Yeonje-gu
1232,해맞이작은도서관,부산 연제구 해맞이로43번길 36-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1233,홍지사대원본전,부산 연제구 좌수영로 310-0,역사관광지,절,연제구,Yeonje-gu
1234,만수사,부산 연제구 화지로 85-0,역사관광지,절,연제구,Yeonje-gu
1235,금용암,부산 연제구 성지곡로 111-0,역사관광지,절,연제구,Yeonje-gu
1236,연화사,부산 연제구 경기장로 25-25,역사관광지,절,연제구,Yeonje-gu
1237,월륜사,부산 연제구 고분로 284-0,역사관광지,절,연제구,Yeonje-gu
1238,밤골작은도서관,부산 연제구 금련로24번길 33-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1239,여래선원,부산 연제구 월드컵대로188번길 12-2,역사관광지,절,연제구,Yeonje-gu
1240,솔벗작은도서관,부산 연제구 아시아드대로22번길 15-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1241,공덕사,부산 연제구 황령산로 497-1,역사관광지,절,연제구,Yeonje-gu
1242,한새뮤지엄,부산 연제구 교대로 24-0,문화시설,박물관/기념관,연제구,Yeonje-gu
1243,감천사,부산 연제구 묘봉산로 40-0,역사관광지,절,연제구,Yeonje-gu
1244,솔갤러리,부산 연제구 거제대로 180-0,문화시설,화랑/전시관,연제구,Yeonje-gu
1245,대적원,부산 연제구 중앙대로1226번길 30-0,역사관광지,절,연제구,Yeonje-gu
1246,대법사,부산 연제구 중앙대로1235번길 8-0,역사관광지,절,연제구,Yeonje-gu
1247,극락사,부산 연제구 토곡로 77-0,역사관광지,절,연제구,Yeonje-gu
1248,성불사,부산 연제구 월드컵대로20번길 20-0,역사관광지,절,연제구,Yeonje-gu
1249,무지크바움,부산 연제구 중앙대로 1225-0,공연/행사,공연장,연제구,Yeonje-gu
1250,선안사,부산 연제구 신금로5번길 18-0,역사관광지,절,연제구,Yeonje-gu
1251,생활선원,부산 연제구 과정로265번나길 16-0,역사관광지,절,연제구,Yeonje-gu
1252,수효사,부산 연제구,역사관광지,절,연제구,Yeonje-gu
1253,부산동의대순국경찰관추모비,부산 연제구 중앙대로 999-0,역사관광지,기념비,연제구,Yeonje-gu
1254,연제만화도서관건축중(2022년준공예정),부산 연제구 연미로13번길 11-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1255,영축선원,부산 연제구 과정로 168-0,역사관광지,절,연제구,Yeonje-gu
1256,해뜰작은도서관,부산 연제구 중앙대로1150번길 15-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1257,타워아트갤러리,부산 연제구 중앙대로 1067-0,문화시설,화랑/전시관,연제구,Yeonje-gu
1258,보국사,부산 연제구 고분로 131-4,역사관광지,절,연제구,Yeonje-gu
1259,터키문화원부산점,부산 연제구 월드컵대로 139-0,문화시설,문화원,연제구,Yeonje-gu
1260,마하사응진전목조석가여래좌상,부산 연제구 봉수로 138-0,역사관광지,문화유적지,연제구,Yeonje-gu
1261,캔들라떼,부산 연제구 쌍미천로7번길 22-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1262,아이마루 도서관,부산 연제구 미남로 5-0,문화시설,문화생활시설기타,연제구,Yeonje-gu
1263,혜원정사팔상도,부산 연제구 고분로68번길 47-0,역사관광지,문화유적지,연제구,Yeonje-gu
1264,아쿠아쉬림프,부산 연제구 쌍미천로84번길 3-0,휴양관광지,수족관,연제구,Yeonje-gu
1265,영취사,부산 연제구 중앙대로1076번길 30-0,역사관광지,절,연제구,Yeonje-gu
1266,천지암,부산 연제구 묘봉산로 51-1,역사관광지,절,연제구,Yeonje-gu
1267,도성암,부산 연제구 과정로 176-0,역사관광지,절,연제구,Yeonje-gu
1268,운고사,부산 연제구 황령산로543번길 58-0,역사관광지,절,연제구,Yeonje-gu
1269,용문사,부산 연제구 금련로62번길 65-0,역사관광지,절,연제구,Yeonje-gu
1270,가톨릭센터,부산 중구 중구로 71-0,문화시설,문화생활시설기타,중구,Jung-gu
1271,롯데시네마광복,부산 중구 중앙대로 2-0,공연/행사,극장,중구,Jung-gu
1272,BIFF광장,부산 중구,휴양관광지,놀거리기타,중구,Jung-gu
1273,부산광역시립중앙도서관,부산 중구 망양로193번길 146-0,문화시설,문화생활시설기타,중구,Jung-gu
1274,부산영화체험박물관,부산 중구 대청로126번길 12-0,문화시설,박물관/기념관,중구,Jung-gu
1275,메가박스부산극장본관,부산 중구 비프광장로 36-0,공연/행사,극장,중구,Jung-gu
1276,롯데시네마대영,부산 중구 비프광장로 37-0,공연/행사,극장,중구,Jung-gu
1277,대각사,부산 중구 광복중앙로 19-0,역사관광지,절,중구,Jung-gu
1278,조은극장1관,부산 중구 구덕로34번길 4-0,공연/행사,공연장,중구,Jung-gu
1279,민주공원민주항쟁기념관,부산 중구 민주공원길 19-0,문화시설,박물관/기념관,중구,Jung-gu
1280,CGV남포 휴점,부산 중구 비프광장로 18-0,공연/행사,극장,중구,Jung-gu
1281,백산기념관,부산 중구 백산길 11-0,문화시설,박물관/기념관,중구,Jung-gu
1282,고심정사,부산 중구 대청로135번길 20-0,역사관광지,절,중구,Jung-gu
1283,40계단문화관,부산 중구 동광길 49-0,문화시설,문화원,중구,Jung-gu
1284,보수동책방골목문화관,부산 중구 대청로 61-2,문화시설,문화원,중구,Jung-gu
1285,트릭아이뮤지엄부산,부산 중구 대청로126번길 12-0,문화시설,미술관,중구,Jung-gu
1286,40계단거리,부산 중구,휴양관광지,놀거리기타,중구,Jung-gu
1287,한성1918부산생활문화센터,부산 중구 백산길 13-0,문화시설,문화생활시설기타,중구,Jung-gu
1288,조은극장2관,부산 중구 구덕로34번길 4-0,공연/행사,공연장,중구,Jung-gu
1289,민주공원공연장,부산 중구 민주공원길 19-0,공연/행사,공연장,중구,Jung-gu
1290,미타선원,부산 중구 광복로77번길 5-0,역사관광지,절,중구,Jung-gu
1291,구박갤러리,부산 중구 보수대로 110-0,문화시설,화랑/전시관,중구,Jung-gu
1292,오픈스페이스배,부산 중구 동광길 43-0,문화시설,미술관,중구,Jung-gu
1293,추억보물섬,부산 중구 중구로23번길 9-0,문화시설,전시장,중구,Jung-gu
1294,글마루작은도서관,부산 중구 동영로 87-1,문화시설,문화생활시설기타,중구,Jung-gu
1295,BNK부산은행아트시네마,부산 중구 광복중앙로 13-0,공연/행사,극장,중구,Jung-gu
1296,보수동책방골목어린이도서관,부산 중구 대청로 57-16,문화시설,문화생활시설기타,중구,Jung-gu
1297,부산근현대역사박물관건축중(2022년완공예정),부산 중구 대청로 112-0,문화시설,박물관/기념관,중구,Jung-gu
1298,메가박스부산극장신관,부산 중구 비프광장로 28-0,공연/행사,극장,중구,Jung-gu
1299,청년작당소,부산 중구 광복중앙로 13-0,문화시설,문화생활시설기타,중구,Jung-gu
1300,용해선원,부산 중구 대청북길17번길 25-4,역사관광지,절,중구,Jung-gu
1301,박기종기념관,부산 중구 망양로 362-0,문화시설,박물관/기념관,중구,Jung-gu
1302,광원수족관,부산 중구 구덕로 28-0,휴양관광지,수족관,중구,Jung-gu
1303,BS부산은행갤러리,부산 중구 광복중앙로 13-0,문화시설,화랑/전시관,중구,Jung-gu
1304,부산BIFF거리,부산 중구,휴양관광지,놀거리기타,중구,Jung-gu
1305,금수현의음악살롱,부산 중구 망양로355번길 22-0,문화시설,문화생활시설기타,중구,Jung-gu
1306,국제시장609글로벌복합문화공간,부산 중구 중구로 28-0,문화시설,문화생활시설기타,중구,Jung-gu
1307,모퉁이극장,부산 중구 광복중앙로 13-0,공연/행사,극장,중구,Jung-gu
1308,부산세관박물관,부산 중구 충장대로 20-0,문화시설,박물관/기념관,중구,Jung-gu
1309,보문당화랑,부산 중구 대청로 132-0,문화시설,화랑/전시관,중구,Jung-gu
1310,용두산미타선원,부산 중구 광복로77번길 5-0,역사관광지,절,중구,Jung-gu
1311,보은사,부산 중구 망양로 413-3,역사관광지,절,중구,Jung-gu
1312,덕성사,부산 중구 망양로 409-0,역사관광지,절,중구,Jung-gu
1313,아카데미극장,부산 중구 비프광장로 12-0,공연/행사,극장,중구,Jung-gu
1314,색채마을,부산 중구 망양로 327-1,휴양관광지,놀거리기타,중구,Jung-gu
1315,한광미술관,부산 중구 중앙대로 130-0,문화시설,미술관,중구,Jung-gu
1316,대한해협전승비,부산 중구,역사관광지,기념비,중구,Jung-gu
1317,남포동새마을문고,부산 중구 구덕로 26-1,문화시설,문화생활시설기타,중구,Jung-gu
1318,쿵스게임랜드부산남포점,부산 중구 광복로39번길 6-0,휴양관광지,놀이시설,중구,Jung-gu
1319,성화사,부산 중구 흑교로78번길 17-0,역사관광지,절,중구,Jung-gu
1320,젊음의거리,부산 중구,휴양관광지,놀거리기타,중구,Jung-gu
1321,정수사,부산 중구 광복로97번길 11-0,역사관광지,절,중구,Jung-gu
1322,부산극장,부산 중구 비프광장로 36-0,공연/행사,극장,중구,Jung-gu
1323,한국문화센터남포지부,부산 중구 구덕로22번길 3-0,문화시설,문화생활시설기타,중구,Jung-gu
1324,핸드프린팅거리,부산 중구 비프광장로 40-0,휴양관광지,놀거리기타,중구,Jung-gu
1325,부산광역시중구문화원,부산 중구 복병산길 20-0,문화시설,문화원,중구,Jung-gu
1326,천룡사,부산 중구 보동길 14-0,역사관광지,절,중구,Jung-gu
1327,내원정사,부산 서구 엄광산로40번길 80-0,역사관광지,절,서구,Seo-gu
1328,임시수도기념관,부산 서구 임시수도기념로 45-0,문화시설,박물관/기념관,서구,Seo-gu
1329,부산광역시립구덕도서관,부산 서구 대신공원로 41-0,문화시설,문화생활시설기타,서구,Seo-gu
1330,알로이시오기지1968,부산 서구 감천로 237-0,문화시설,문화생활시설기타,서구,Seo-gu
1331,엄광산유아숲체험장,부산 서구 엄광산로 153-0,휴양관광지,동식물원,서구,Seo-gu
1332,락서암,부산 서구 망양로 227-3,역사관광지,절,서구,Seo-gu
1333,대한불교천태종정법사,부산 서구 구덕로345번길 12-0,역사관광지,절,서구,Seo-gu
1334,부산전통문화체험관,부산 서구 꽃마을로163번길 71-0,문화시설,문화생활시설기타,서구,Seo-gu
1335,칠보사,부산 서구 해돋이로109번길 17-0,역사관광지,절,서구,Seo-gu
1336,광성사,부산 서구 해돋이로 250-0,역사관광지,절,서구,Seo-gu
1337,부산광복기념관,부산 서구 망양로193번길 167-0,문화시설,박물관/기념관,서구,Seo-gu
1338,이태석신부기념관,부산 서구 천마로50번길 70-0,문화시설,박물관/기념관,서구,Seo-gu
1339,용주사,부산 서구 천마산로 263-0,역사관광지,절,서구,Seo-gu
1340,동아대학교부민캠퍼스석당미술관,부산 서구 구덕로 225-0,문화시설,미술관,서구,Seo-gu
1341,대법사,부산 서구 남부민로 28-0,역사관광지,절,서구,Seo-gu
1342,부산임시수도정부청사,부산 서구 구덕로 225-0,역사관광지,문화유적지,서구,Seo-gu
1343,구덕민속예술관,부산 서구 대신공원로 34-91,문화시설,전시장,서구,Seo-gu
1344,미부아트센터,부산 서구 암남공원로 82-0,문화시설,미술관,서구,Seo-gu
1345,어울림작은도서관,부산 서구 해돋이로 59-0,문화시설,문화생활시설기타,서구,Seo-gu
1346,천부암,부산 서구 천마산로 233-0,역사관광지,절,서구,Seo-gu
1347,홍은사,부산 서구 꽃마을로65번길 10-0,역사관광지,절,서구,Seo-gu
1348,관용사,부산 서구 천마산로209번길 12-0,역사관광지,절,서구,Seo-gu
1349,중생사,부산 서구 천마로 79-1,역사관광지,절,서구,Seo-gu
1350,문수사,부산 서구 해돋이로 227-0,역사관광지,절,서구,Seo-gu
1351,정제심인당,부산 서구 구덕로199번길 28-0,역사관광지,절,서구,Seo-gu
1352,칠보사,부산 서구 시약로117번길 17-5,역사관광지,절,서구,Seo-gu
1353,환희정사,부산 서구 천마산로 85-0,역사관광지,절,서구,Seo-gu
1354,아미문화학습관,부산 서구 천마산로 410-0,문화시설,문화생활시설기타,서구,Seo-gu
1355,부산서구문화원,부산 서구 까치고개로197번길 46-0,문화시설,문화원,서구,Seo-gu
1356,닥밭골행복문화나눔터,부산 서구 보동길278번길 15-0,문화시설,문화생활시설기타,서구,Seo-gu
1357,서구생활체육협의회,부산 서구,문화시설,문화생활시설기타,서구,Seo-gu
1358,묘법사,부산 서구 망양로195번길 7-10,역사관광지,절,서구,Seo-gu
1359,대원사,부산 서구 천마산로209번길 103-0,역사관광지,절,서구,Seo-gu
1360,대성사,부산 서구 옥천로 141-22,역사관광지,절,서구,Seo-gu
1361,이태석신부생가,부산 서구 해양로22번길 12-0,역사관광지,고택/생가/민속마을,서구,Seo-gu
1362,능엄정사,부산 서구 충무대로 64-0,역사관광지,절,서구,Seo-gu
1363,약천정사,부산 서구 보수대로320번길 19-0,역사관광지,절,서구,Seo-gu
1364,최민식갤러리,부산 서구 천마산로 410-0,문화시설,화랑/전시관,서구,Seo-gu
1365,힐세라믹,부산 서구 꽃마을로163번길 34-0,문화시설,문화생활시설기타,서구,Seo-gu
1366,천룡사,부산 서구 천마산로 255-33,역사관광지,절,서구,Seo-gu
1367,보타원,부산 서구 대티로179번길 35-0,역사관광지,절,서구,Seo-gu
1368,동아대학교 구덕캠퍼스 의학도서관,부산 서구 대신공원로 32-0,문화시설,문화생활시설기타,서구,Seo-gu
1369,꽃마을작은도서관,부산 서구 꽃마을로163번길 7-0,문화시설,문화생활시설기타,서구,Seo-gu
1370,천봉암,부산 서구 암남로78번길 25-5,역사관광지,절,서구,Seo-gu
1371,보국사,부산 서구 꽃마을로65번길 17-0,역사관광지,절,서구,Seo-gu
1372,내원정사수장묘법연화경,부산 서구,역사관광지,문화유적지,서구,Seo-gu
1373,묘심사,부산 서구 해돋이로95번길 6-5,역사관광지,절,서구,Seo-gu
1374,정제심인당,부산 서구 구덕로199번길 26-0,역사관광지,절,서구,Seo-gu
1375,삼자선원,부산 서구 구덕로150번길 9-0,역사관광지,절,서구,Seo-gu
1376,임시수도대통령관저,부산 서구 임시수도기념로 45-0,역사관광지,문화유적지,서구,Seo-gu
1377,자화정사,부산 서구 천마로113번길 16-1,역사관광지,절,서구,Seo-gu
1378,용문사,부산 서구 암남공원로 60-4,역사관광지,절,서구,Seo-gu
1379,금수암,부산 서구 꽃마을로87번길 18-0,역사관광지,절,서구,Seo-gu
1380,보문사,부산 서구 천마산로 227-0,역사관광지,절,서구,Seo-gu
1381,경남고등학교덕형도서관,부산 서구 망양로111번길 65-0,문화시설,문화생활시설기타,서구,Seo-gu
